full_text,text_clean,label,tokens,lemma
"Ganjar Adalah sosok penerus pembangunan Jokowi, Ganjar Presiden 2024! #GanjarCapres #ganjarpranowo #jokowi #pemilu #GanjarCapres #GanjarCapresPDIP #GanjarCapres2024 #GanjarCapres #IndonesiaMaju https://t.co/58qFi9jN1y",ganjar sosok terus bangun jokowi ganjar presiden,1,"['ganjar', 'sosok', 'terus', 'bangun', 'jokowi', 'ganjar', 'presiden']",ganjar sosok terus bangun jokowi ganjar presiden
Ganjar Pranowo Pemimpin Terbaik GanjarCapres,ganjar pranowo pimpin baik ganjarcapres,1,"['ganjar', 'pranowo', 'pimpin', 'baik', 'ganjarcapres']",ganjar pranowo pimpin baik ganjarcapres
Olahraga bersama Ganjar Pranowo #GanjarCapres https,olahraga sama ganjar pranowo,0,"['olahraga', 'sama', 'ganjar', 'pranowo']",olahraga ganjar pranowo
Ganjar menang rakyat senang https,ganjar menang rakyat senang,1,"['ganjar', 'menang', 'rakyat', 'senang']",ganjar menang rakyat senang
Hidup sehat bersama Ganjar Pranowo #GanjarCapres https,hidup sehat sama ganjar pranowo,1,"['hidup', 'sehat', 'sama', 'ganjar', 'pranowo']",hidup sehat ganjar pranowo
Ganjar Pranowo Pemimpin Terbaik GanjarCapres,ganjar pranowo pimpin baik ganjarcapres,1,"['ganjar', 'pranowo', 'pimpin', 'baik', 'ganjarcapres']",ganjar pranowo pimpin baik ganjarcapres
"Ganjar mengatakan, sejak masa kepemimpinannya pada 2013 sampai sekarang, pihaknya telah menggelontorkan bantuan keuangan provinsi ke desa lebih dari Rp8 triliun. Pada 2023 ini saja, tercatat sekitar Rp1,7 triliun.",ganjar kata sejak masa pimpin sampai sekarang pihak gelontor bantu uang provinsi desa lebih triliun saja catat triliun,0,"['ganjar', 'kata', 'sejak', 'masa', 'pimpin', 'sampai', 'sekarang', 'pihak', 'gelontor', 'bantu', 'uang', 'provinsi', 'desa', 'lebih', 'triliun', 'saja', 'catat', 'triliun']",ganjar pimpin gelontor bantu uang provinsi desa triliun catat triliun
"Desa desa di Jateng terus maju karena Ganjar Pranowo.  Sekitar 15 ribu kepala desa dan perangkatnya, mengikuti Sarasehan Kepala Desa se-Provinsi Jawa Tengah. Ganjar Pranowo mengajak mereka untuk berlari cepat menangani kemiskinan.  Arhan Tidur  Jorok Turu Jam 3 https://t.co/EcGzHTaNiU",desa desa jateng terus maju ganjar pranowo ribu kepala desa perangkat ikut sarasehan kepala desa provinsi jawa tengah ganjar pranowo ajak untuk lari cepat tangan miskin arhan tidur jorok turu,1,"['desa', 'desa', 'jateng', 'terus', 'maju', 'ganjar', 'pranowo', 'ribu', 'kepala', 'desa', 'perangkat', 'ikut', 'sarasehan', 'kepala', 'desa', 'provinsi', 'jawa', 'tengah', 'ganjar', 'pranowo', 'ajak', 'untuk', 'lari', 'cepat', 'tangan', 'miskin', 'arhan', 'tidur', 'jorok', 'turu']",desa desa jateng terus maju ganjar pranowo ribu kepala desa perangkat sarasehan kepala desa provinsi jawa tengah ganjar pranowo ajak lari cepat tangan miskin arhan tidur jorok turu
Ganjar Pranowo Pemimpin Terbaik GanjarCapres,ganjar pranowo pimpin baik ganjarcapres,1,"['ganjar', 'pranowo', 'pimpin', 'baik', 'ganjarcapres']",ganjar pranowo pimpin baik ganjarcapres
"Berarti pungutan"" itu bkn karena kerakusan, tapi karena kebutuhan memperbaiki sekolah yang tdk dipenuhi oleh Pak Ganjar""",arti pungut bukan rakus karena butuh baik sekolah tidak penuh ganjar,2,"['arti', 'pungut', 'bukan', 'rakus', 'karena', 'butuh', 'baik', 'sekolah', 'tidak', 'penuh', 'ganjar']",pungut rakus butuh baik sekolah penuh ganjar
"Tidak ada gunanya membenarkan yg salah Rakyat tdk bodoh rekam jejak digital tdk bisa dihapus , masih tetap Ganjar yg terbaik",guna benar salah rakyat bodoh rekam jejak digital bisa hapus tetap ganjar baik,1,"['guna', 'benar', 'salah', 'rakyat', 'bodoh', 'rekam', 'jejak', 'digital', 'bisa', 'hapus', 'tetap', 'ganjar', 'baik']",salah rakyat bodoh rekam jejak digital hapus tetap ganjar baik
"Cari capres yg berani spt pesan pakde? Ya ini udah didepan mata, go Ganjar!",cari capres berani pesan pakde depan mata ganjar,1,"['cari', 'capres', 'berani', 'pesan', 'pakde', 'depan', 'mata', 'ganjar']",cari capres berani pesan pakde ganjar
Ganjar Pranowo pemimpin yang dekat dengan para ulama,ganjar pranowo pimpin dekat para ulama,1,"['ganjar', 'pranowo', 'pimpin', 'dekat', 'para', 'ulama']",ganjar pranowo pimpin ulama
"@KakekHalal Anda halu.., ap bukti nya pak harto koruptor terbesar abad20.., jaman mikidi koruptor merajalela dmn mn. Jaman pak harto hidup ngga susah sprt skrng... Ganjar hnya titipan oligarki....",halu bukti harto koruptor besar abad jaman mikidi koruptor rajalela jaman harto hidup susah sekarang ganjar titip oligarki,2,"['halu', 'bukti', 'harto', 'koruptor', 'besar', 'abad', 'jaman', 'mikidi', 'koruptor', 'rajalela', 'jaman', 'harto', 'hidup', 'susah', 'sekarang', 'ganjar', 'titip', 'oligarki']",halu bukti harto koruptor abad jaman mikidi koruptor rajalela jaman harto hidup susah ganjar titip oligarki
Dari 3 bacapres yaitu Anies Prabowo amp Ganjar sbnrnya klo kita berpikir jernih Ganjar adlah paling lemah Ganjar paling lemah dr segi manapun sialnya bagi PDIP tdk ada nama lain yg laku dijual Mknya mrk sngt kuatir dgn Anies dgn Prabowo jg mrk takut Ini fakta koq,bacapres anies prabowo ganjar benar kalau pikir jernih ganjar paling lemah ganjar paling lemah segi mana sial pdip nama yang laku jual mknya sngt kuatir anies prabowo mereka takut fakta,2,"['bacapres', 'anies', 'prabowo', 'ganjar', 'benar', 'kalau', 'pikir', 'jernih', 'ganjar', 'paling', 'lemah', 'ganjar', 'paling', 'lemah', 'segi', 'mana', 'sial', 'pdip', 'nama', 'yang', 'laku', 'jual', 'mknya', 'sngt', 'kuatir', 'anies', 'prabowo', 'mereka', 'takut', 'fakta']",bacapres anies prabowo ganjar pikir jernih ganjar lemah ganjar lemah segi sial pdip nama jual mknya sngt kuatir anies prabowo takut fakta
Dukung Pak Ganjar Pranowo,dukung ganjar pranowo,1,"['dukung', 'ganjar', 'pranowo']",dukung ganjar pranowo
gak masalah km dan gerombolan km benci pd prabowo yg penting kan @jokowi dan keluarganya pada sayang sm prabowo. pengikut jokowi ikut2an sayang sm Doi sehingga elektabilitas doi menyalib ganjar  hihihihi....hepi yuuuk https,masalah kilometer gerombol kilometer benci prabowo penting keluarga sayang sama prabowo ikut jokowi ikut sayang sama elektabilitas salib ganjar hihihihi hepi yuuuk,2,"['masalah', 'kilometer', 'gerombol', 'kilometer', 'benci', 'prabowo', 'penting', 'keluarga', 'sayang', 'sama', 'prabowo', 'ikut', 'jokowi', 'ikut', 'sayang', 'sama', 'elektabilitas', 'salib', 'ganjar', 'hihihihi', 'hepi', 'yuuuk']",kilometer gerombol kilometer benci prabowo keluarga sayang prabowo jokowi sayang elektabilitas salib ganjar hihihihi hepi yuuuk
Dukung Pak Ganjar Pranowo,dukung ganjar pranowo,1,"['dukung', 'ganjar', 'pranowo']",dukung ganjar pranowo
"Capres Pilihan Pelaku Pasar Modal, Ganjar Unggul Sementara https://t.co/4PfsjPDxvi",capres pilih laku pasar modal ganjar unggul,1,"['capres', 'pilih', 'laku', 'pasar', 'modal', 'ganjar', 'unggul']",capres pilih pasar modal ganjar unggul
"Bila pak @prabowo duet dengan puan, ini baru luar biasa  GANJAR PRANOWO DIPASTIKAN TAK BERKUTIK !!",bila duet puan baru luar biasa ganjar pranowo pasti kutik,2,"['bila', 'duet', 'puan', 'baru', 'luar', 'biasa', 'ganjar', 'pranowo', 'pasti', 'kutik']",duet puan ganjar pranowo kutik
Terus maju bersama Ganjar Pranowo #GanjarCapres https,terus maju sama ganjar pranowo,1,"['terus', 'maju', 'sama', 'ganjar', 'pranowo']",terus maju ganjar pranowo
Presiden Jokowi dukung Ganjar Pranowo menjadi Capres 2024 #GanjarCapres https,presiden jokowi dukung ganjar pranowo jadi capres,1,"['presiden', 'jokowi', 'dukung', 'ganjar', 'pranowo', 'jadi', 'capres']",presiden jokowi dukung ganjar pranowo capres
@NormanB99623558 @Dennysiregar7 @kaesangp @gibran_tweet @bobbynasution_ @BANGSAygSUJUD @bengkeldodo @Chaves1305 @prabowo Tetap Ganjar Lho.,tetap ganjar,1,"['tetap', 'ganjar']",tetap ganjar
Kemiripan Ganjar Pranowo dengan Presiden Jokowi #GanjarCapres https,mirip ganjar pranowo presiden jokowi,1,"['mirip', 'ganjar', 'pranowo', 'presiden', 'jokowi']",ganjar pranowo presiden jokowi
"@ganjarpranowo Pemimpin yang bertanggung jawab atas laporan warga, mantap pa ganjar",pimpin tanggung jawab atas lapor warga mantap ganjar,1,"['pimpin', 'tanggung', 'jawab', 'atas', 'lapor', 'warga', 'mantap', 'ganjar']",pimpin tanggung lapor warga mantap ganjar
@Miduk17 Sory yah. Ganjar kartu mati.,maaf ganjar kartu mati,2,"['maaf', 'ganjar', 'kartu', 'mati']",maaf ganjar kartu mati
@Kamalud21736508 Klu urusan ngibul dan peluk2 bini orang ganjar kalah drun.....,urus bohong peluk bini orang ganjar kalah kadrun,2,"['urus', 'bohong', 'peluk', 'bini', 'orang', 'ganjar', 'kalah', 'kadrun']",urus bohong peluk bini ganjar kalah kadrun
novasi Ganjar Pranowo memang the best,novasi ganjar pranowo memang best,1,"['novasi', 'ganjar', 'pranowo', 'memang', 'best']",novasi ganjar pranowo best
Ganjar Pranowo menghadiri peringatan Hari Koperasi ke-76 https,ganjar pranowo hadir ingat hari koperasi,0,"['ganjar', 'pranowo', 'hadir', 'ingat', 'hari', 'koperasi']",ganjar pranowo hadir koperasi
"@hc_poirot Karena tahu Ganjar akan kalah, analisanya suara Prabowo cukup tinggi... sementara pendukungnya cenderung sibuk menyerang membabi buta klaster Prabowo &amp  Anies, ketika pilpres harus dua putaran...misal Prabowo - Ganjar maka selesailah, karenajelas suara Anies bakal lari kemana",tahu ganjar kalah analisanya suara prabowo cukup tinggi dukung cenderung sibuk serang babi buta klaster prabowo anies pilpres putar misal prabowo ganjar selesai karenajelas suara anies bakal lari,2,"['tahu', 'ganjar', 'kalah', 'analisanya', 'suara', 'prabowo', 'cukup', 'tinggi', 'dukung', 'cenderung', 'sibuk', 'serang', 'babi', 'buta', 'klaster', 'prabowo', 'anies', 'pilpres', 'putar', 'misal', 'prabowo', 'ganjar', 'selesai', 'karenajelas', 'suara', 'anies', 'bakal', 'lari']",ganjar kalah analisanya suara prabowo tinggi dukung cenderung sibuk serang babi buta klaster prabowo anies pilpres putar prabowo ganjar selesai karenajelas suara anies lari
@Tan_Mar3M mungkin yg dia maksud ,mungkin maksud,0,"['mungkin', 'maksud']",
"@Sigiwarmada @STUDSGUY @72Gar7 @Sofiankawar22 @Restty_cayah @gibran_tweet @Kaesang @KejaksaanRI @AniesGarisLucu @AsliLanang2 @dhab_hunter Dikira kita gk tahu, siapa partai yg berani beli suara rakyat sampai 500 rb. ????????. Partai banteng BONG. Klu yg murni pendukung Ganjar itu hanya melihat sosok Ganjar doang, yg lihat siapa dibelakang Ganjar, itu namanya GOBLOK.",kira tahu siapa partai berani beli suara rakyat ribu partai banteng bong murni dukung ganjar lihat sosok ganjar doang lihat siapa belakang ganjar nama bodoh,2,"['kira', 'tahu', 'siapa', 'partai', 'berani', 'beli', 'suara', 'rakyat', 'ribu', 'partai', 'banteng', 'bong', 'murni', 'dukung', 'ganjar', 'lihat', 'sosok', 'ganjar', 'doang', 'lihat', 'siapa', 'belakang', 'ganjar', 'nama', 'bodoh']",partai berani beli suara rakyat ribu partai banteng bong murni dukung ganjar sosok ganjar doang ganjar nama bodoh
"sudah sy amati di chanel2 u tube pendukung ganjar, banyak yg asal bicara dan mengabaikan fakta. contoh chanel @rinnybudoyo hanya sedikit yg bicara berdasar fakta, semua berdasar asumsi di lingkaran pendukung ganjar. @SETYAKI22965702  @adearmando61 @Adiprayitno_20",saya amat chanel kamu tube dukung ganjar banyak asal bicara abai fakta contoh chanel sedikit bicara dasar fakta semua dasar asumsi lingkar dukung ganjar,2,"['saya', 'amat', 'chanel', 'kamu', 'tube', 'dukung', 'ganjar', 'banyak', 'asal', 'bicara', 'abai', 'fakta', 'contoh', 'chanel', 'sedikit', 'bicara', 'dasar', 'fakta', 'semua', 'dasar', 'asumsi', 'lingkar', 'dukung', 'ganjar']",chanel tube dukung ganjar bicara abai fakta contoh chanel bicara dasar fakta dasar asumsi lingkar dukung ganjar
Seluruh program Jokowi harus kita kawal dan lanjutkan Ganjar Pranowo,seluruh program jokowi kita kawal lanjut ganjar pranowo,1,"['seluruh', 'program', 'jokowi', 'kita', 'kawal', 'lanjut', 'ganjar', 'pranowo']",program jokowi kawal lanjut ganjar pranowo
Tidak mungkin Jokowi mendukung siapapun selain mendukung Ganjar Pranowo. Sama2 kader PDI P yg dicalonkan ibu Megawati,mungkin jokowi dukung siapa dukung ganjar pranowo sama kader calon megawati,1,"['mungkin', 'jokowi', 'dukung', 'siapa', 'dukung', 'ganjar', 'pranowo', 'sama', 'kader', 'calon', 'megawati']",jokowi dukung dukung ganjar pranowo kader calon megawati
Seluruh program Jokowi harus kita kawal dan lanjutkan Ganjar Pranowo,seluruh program jokowi kita kawal lanjut ganjar pranowo,1,"['seluruh', 'program', 'jokowi', 'kita', 'kawal', 'lanjut', 'ganjar', 'pranowo']",program jokowi kawal lanjut ganjar pranowo
"@ganjarpranowo . Suara wong cilik , Bapak Ganjar bisa jadi Presiden asal wakilnya harus bapak Ridwan Kamil untuk mendongkrak elektabilitas di atas bapak Prabowo, insyaallah p Ganjar dan p Ridwan Kamil terpilih memimpin NKRI 2024-2029 Gusti Allah paring berkah amin",suara wong cilik bapak ganjar jadi presiden asal wakil bapak ridwan kamil dongkrak elektabilitas atas bapak prabowo insyaallah ganjar ridwan kamil pilih pimpin nkri gusti allah paring berkah amin,1,"['suara', 'wong', 'cilik', 'bapak', 'ganjar', 'jadi', 'presiden', 'asal', 'wakil', 'bapak', 'ridwan', 'kamil', 'dongkrak', 'elektabilitas', 'atas', 'bapak', 'prabowo', 'insyaallah', 'ganjar', 'ridwan', 'kamil', 'pilih', 'pimpin', 'nkri', 'gusti', 'allah', 'paring', 'berkah', 'amin']",suara cilik ganjar presiden wakil ridwan kamil dongkrak elektabilitas prabowo insyaallah ganjar ridwan kamil pilih pimpin nkri gusti allah paring berkah amin
"Agar sehat jangan berhenti berolahraga. Agar negara kita lebih maju dan makmur, jangan berhenti memberitakan KEGIATAN dan PRESTASI PAK GANJAR sampai kita MENANG.  SALAM OLAHRAGA.  ???????? 1 https://t.co/s8tEV70JUA",sehat jangan henti olahraga negara lebih maju makmur jangan henti berita giat prestasi ganjar kita menang salam olahraga,1,"['sehat', 'jangan', 'henti', 'olahraga', 'negara', 'lebih', 'maju', 'makmur', 'jangan', 'henti', 'berita', 'giat', 'prestasi', 'ganjar', 'kita', 'menang', 'salam', 'olahraga']",sehat henti olahraga negara maju makmur henti berita giat prestasi ganjar menang olahraga
@Bambangmulyonoo Ganjar kalah pamor bobng bong bong bong ??????,ganjar kalah pamor bobng bong bong bong,2,"['ganjar', 'kalah', 'pamor', 'bobng', 'bong', 'bong', 'bong']",ganjar kalah pamor bobng bong bong bong
Ganjar ,ganjar,0,['ganjar'],ganjar
"@tempodotco Gak salah sih, tapi kalau sehari-harinya suka menghujat orang ya namanya munafik. Mau nonton ya nonton aja gak perlu sok suci ngatain orang lain. Pak Ganjar gak pernah berlagak sok suci gitu kan? ??",salah kalau hari hari suka hujat orang nama munafik nonton nonton perlu suci ngatain orang ganjar pernah lagak suci gitu,2,"['salah', 'kalau', 'hari', 'hari', 'suka', 'hujat', 'orang', 'nama', 'munafik', 'nonton', 'nonton', 'perlu', 'suci', 'ngatain', 'orang', 'ganjar', 'pernah', 'lagak', 'suci', 'gitu']",salah suka hujat nama munafik nonton nonton suci ngatain ganjar lagak suci gitu
@Pieter_Sun01 @aniesbaswedan Pas ini buat dikirim ke ganjar,buat kirim ganjar,0,"['buat', 'kirim', 'ganjar']",kirim ganjar
Minum kopi bareng atau ngopi bareng bisa menjadi momen untuk berdiskusi serta melahirkan banyak gagasan. Ngopi bareng juga dilakukan Gubernur Jawa Tengah Ganjar Pranowo untuk berdialog langsung dengan masyarakat.   Seperti yang dilakukan oleh pak @ganjarpranowo  saat ngopi bareng� https,minum kopi bareng ngopi bareng jadi momen diskus lahir banyak gagas ngopi bareng laku gubernur jawa tengah ganjar pranowo dialog langsung masyarakat yang laku saat ngopi bareng,0,"['minum', 'kopi', 'bareng', 'ngopi', 'bareng', 'jadi', 'momen', 'diskus', 'lahir', 'banyak', 'gagas', 'ngopi', 'bareng', 'laku', 'gubernur', 'jawa', 'tengah', 'ganjar', 'pranowo', 'dialog', 'langsung', 'masyarakat', 'yang', 'laku', 'saat', 'ngopi', 'bareng']",minum kopi bareng ngopi bareng momen diskusi lahir gagas ngopi bareng gubernur jawa tengah ganjar pranowo dialog masyarakat ngopi bareng
"@ganjarpranowo @ESDMJateng Enak banget yak punya gubernur kek pak ganjar, baru laporan langsung dibenahi dan ditindak lanjuti, apalagi nanti beliau jadi presiden bisa bisa makmur ini Indonesia",enak banget punya gubernur kayak ganjar baru lapor langsung benah tindak lanjut nanti beliau jadi presiden bisa makmur indonesia,1,"['enak', 'banget', 'punya', 'gubernur', 'kayak', 'ganjar', 'baru', 'lapor', 'langsung', 'benah', 'tindak', 'lanjut', 'nanti', 'beliau', 'jadi', 'presiden', 'bisa', 'makmur', 'indonesia']",enak banget gubernur kayak ganjar lapor benah tindak lanjut beliau presiden makmur indonesia
Ganjar Pranowo pemimpin yang dekat dengan para ulama,ganjar pranowo pimpin dekat para ulama,1,"['ganjar', 'pranowo', 'pimpin', 'dekat', 'para', 'ulama']",ganjar pranowo pimpin ulama
"@wantahgdn__ @ganjarpranowo Memang Pungli/korupsi adalah musuh bersama Yg Hrs dibasmi, itu juga Yg dilakukan pak Ganjar Pranowo secara tegas tak mentolerir tindakan Pungli/korupsi, hal ini patut diapresiasi",memang pungli korupsi musuh sama harus basmi yang laku ganjar pranowo tegas tolerir tindak pungli korupsi patut apresiasi,1,"['memang', 'pungli', 'korupsi', 'musuh', 'sama', 'harus', 'basmi', 'yang', 'laku', 'ganjar', 'pranowo', 'tegas', 'tolerir', 'tindak', 'pungli', 'korupsi', 'patut', 'apresiasi']",pungli korupsi musuh basmi ganjar pranowo tolerir tindak pungli korupsi patut apresiasi
"@Dennysiregar7 Bagi PDIP bergabungnya Demokrat itu sangat strategis. Ini antisipasi jika head to head Ganjar vs Prabowo agar suara pendukung Anies terpecah, tdk semua ke Prabowo. Taktik brilian.",pdip gabung demokrat sangat strategis antisipasi head tryout head ganjar prabowo suara dukung anies pecah semua prabowo taktik brilian,0,"['pdip', 'gabung', 'demokrat', 'sangat', 'strategis', 'antisipasi', 'head', 'tryout', 'head', 'ganjar', 'prabowo', 'suara', 'dukung', 'anies', 'pecah', 'semua', 'prabowo', 'taktik', 'brilian']",pdip gabung demokrat strategis antisipasi head tryout head ganjar prabowo suara dukung anies pecah prabowo taktik brilian
"@ganjarpranowo Aneh liat kelakuan para fanatik pilpres Sebenernya konten aksi pak ganjar ini bagus Tapi karena motif dukung dan serang terhadap capres jagoanya, jadi pada aneh2 komen-nya wwkkww",aneh lihat laku fanatik pilpres benar konten aksi ganjar bagus karena motif dukung serang capres jagoanya jadi aneh komen wwkkww,1,"['aneh', 'lihat', 'laku', 'fanatik', 'pilpres', 'benar', 'konten', 'aksi', 'ganjar', 'bagus', 'karena', 'motif', 'dukung', 'serang', 'capres', 'jagoanya', 'jadi', 'aneh', 'komen', 'wwkkww']",aneh fanatik pilpres konten aksi ganjar bagus motif dukung serang capres jagoanya aneh komen wwkkww
Ganjar Pranowo pemimpin yang dekat dengan ulama,ganjar pranowo pimpin dekat ulama,1,"['ganjar', 'pranowo', 'pimpin', 'dekat', 'ulama']",ganjar pranowo pimpin ulama
Ganjar Pranowo pemimpin yang dekat dengan ulama,ganjar pranowo pimpin dekat ulama,1,"['ganjar', 'pranowo', 'pimpin', 'dekat', 'ulama']",ganjar pranowo pimpin ulama
Ganjar Pranowo pemimpin yang dekat dengan ulama,ganjar pranowo pimpin dekat ulama,1,"['ganjar', 'pranowo', 'pimpin', 'dekat', 'ulama']",ganjar pranowo pimpin ulama
@ruhutsitompul gak mungkin  selain ganjar bicara seperti ini kan......  dibelakangnya orang2 beragama secara ugal ugalan,mungkin ganjar bicara belakang orang agama ugal ugalan,2,"['mungkin', 'ganjar', 'bicara', 'belakang', 'orang', 'agama', 'ugal', 'ugalan']",ganjar bicara agama ugal ugalan
@CNNIndonesia Mantap dibriefing buat kompak endorse ganjar. What a gold standard of democracy,mantap dibriefing buat kompak endorse ganjar menjadiseseorang gold standard democracy,1,"['mantap', 'dibriefing', 'buat', 'kompak', 'endorse', 'ganjar', 'menjadiseseorang', 'gold', 'standard', 'democracy']",mantap dibriefing kompak endorse ganjar menjadiseseorang gold standard democracy
"Upaya Gubernur Jawa Tengah Ganjar Pranowo terjun ke lapangan untuk memastikan penerapan protokol kesehatan pada restoran, rumah makan dan warung2 sangat diapresiasi  Kementerian Kesehatan, menobatkan @ganjarpranowo sebagai Gubernur terbaik program penyehatan pangan nasional https://t.co/bQRTSfqX8q",upaya gubernur jawa tengah ganjar pranowo terjun lapang pasti terap protokol sehat restoran rumah makan warung sangat apresiasi menteri sehat nobat gubernur baik program sehat pangan nasional,1,"['upaya', 'gubernur', 'jawa', 'tengah', 'ganjar', 'pranowo', 'terjun', 'lapang', 'pasti', 'terap', 'protokol', 'sehat', 'restoran', 'rumah', 'makan', 'warung', 'sangat', 'apresiasi', 'menteri', 'sehat', 'nobat', 'gubernur', 'baik', 'program', 'sehat', 'pangan', 'nasional']",upaya gubernur jawa tengah ganjar pranowo terjun lapang terap protokol sehat restoran rumah makan warung apresiasi menteri sehat nobat gubernur baik program sehat pangan nasional
"sy lebih cocok untuk mendukung mas ganjar"" ?? https://t.co/ZxVN7TOy0l""",lebih cocok dukung ganjar,1,"['lebih', 'cocok', 'dukung', 'ganjar']",cocok dukung ganjar
@Dennysiregar7 Lho jd buzzer ganjar pantesan lho mendewakan ganjar krn lho dpt cuan dari ganjar. Tp klu Prabowo lapor kepada atasan itu berarti dia respek kpd yg memberi tugas dan tanggungjawab tdk spt ganjar blm jd Presiden sdh ngomentarin daerah yg bukan menjadi tanggungjawabnya memalukan,jadi buzzer ganjar pantesan dewa ganjar dapat cuan ganjar prabowo lapor atas arti respek beri tugas tanggungjawab seperti ganjar jadi presiden ngomentarin daerah yang bukan jadi tanggungjawabnya malu,2,"['jadi', 'buzzer', 'ganjar', 'pantesan', 'dewa', 'ganjar', 'dapat', 'cuan', 'ganjar', 'prabowo', 'lapor', 'atas', 'arti', 'respek', 'beri', 'tugas', 'tanggungjawab', 'seperti', 'ganjar', 'jadi', 'presiden', 'ngomentarin', 'daerah', 'yang', 'bukan', 'jadi', 'tanggungjawabnya', 'malu']",buzzer ganjar pantesan dewa ganjar cuan ganjar prabowo lapor respek tugas tanggungjawab ganjar presiden ngomentarin daerah tanggungjawabnya malu
"@ekowboy2 Ati2 kalo giring opini bro. Niat mau jatohin lawan eh malah secara ga lngsung naikin pamor lawan.  Kalo emng U-20 ga jadi di Indonesia karna penolakan Pak Ganjar, berarti suara beliau sangat kuat di Mata Dunia, dan itulah Seharusnya sebuah pemimpin Bangsa ????",giring opini saudaralaki-laki niat jatohin lawan bahkan lngsung naikin pamor lawan memang kamu tidak jadi indonesia tolak ganjar arti suara beliau sangat kuat mata dunia harus buah pimpin bangsa,1,"['giring', 'opini', 'saudaralaki-laki', 'niat', 'jatohin', 'lawan', 'bahkan', 'lngsung', 'naikin', 'pamor', 'lawan', 'memang', 'kamu', 'tidak', 'jadi', 'indonesia', 'tolak', 'ganjar', 'arti', 'suara', 'beliau', 'sangat', 'kuat', 'mata', 'dunia', 'harus', 'buah', 'pimpin', 'bangsa']",giring opini saudaralaki-laki niat jatohin lawan lngsung naikin pamor lawan indonesia tolak ganjar suara beliau kuat dunia buah pimpin bangsa
"@iqbalas37165711 @AryaSom34444331 @GarisGiras @ganjarpranowo Oh, begok juga kamu ya.. Jadi seolah2 ganjar spt Tuhan gituh...???  Hahahaha",begok kamu jadi ganjar tuhan gituh hahahaha,2,"['begok', 'kamu', 'jadi', 'ganjar', 'tuhan', 'gituh', 'hahahaha']",begok ganjar tuhan gituh hahahaha
@Dennysiregar7 @kaesangp Internal pdip juga gak full gaspol ke ganjar masalahnya termasuk puan team,internal pdip full gaspol ganjar masalah masuk puan team,1,"['internal', 'pdip', 'full', 'gaspol', 'ganjar', 'masalah', 'masuk', 'puan', 'team']",internal pdip full gaspol ganjar puan team
"Biarkan kubu Mak dan kubu boneka saling cakar2an, jgn dipisah !!!!  Dua kubu yg paling merusak bangsa ini !!  2024 jgn pilih Ganjar Pranowo, boneka PDIP dan oligarkhi  Ingat !!! Ganjar itu prototipe Jokowi !! https://t.co/MUu0el126D",biar kubu kubu boneka saling cakar jangan pisah kubu paling rusak bangsa jangan pilih ganjar pranowo boneka pdip oligarkhi ingat ganjar prototipe jokowi,2,"['biar', 'kubu', 'kubu', 'boneka', 'saling', 'cakar', 'jangan', 'pisah', 'kubu', 'paling', 'rusak', 'bangsa', 'jangan', 'pilih', 'ganjar', 'pranowo', 'boneka', 'pdip', 'oligarkhi', 'ingat', 'ganjar', 'prototipe', 'jokowi']",biar kubu kubu boneka cakar pisah kubu rusak bangsa pilih ganjar pranowo boneka pdip oligarkhi ganjar prototipe jokowi
@abu_waras Harusnya buat kalian pendukung pak Anies senang dong ??? Itu artinya menurut kalian pak Ganjar akan kalah. Tapi itu kan cuma keinginan kalian ??? Faktanya ? #2019gantipresiden ? Wk wk wk,harus buat kalian dukung anies senang dong arti kalian ganjar kalah cuma ingin kalian fakta,2,"['harus', 'buat', 'kalian', 'dukung', 'anies', 'senang', 'dong', 'arti', 'kalian', 'ganjar', 'kalah', 'cuma', 'ingin', 'kalian', 'fakta']",dukung anies senang ganjar kalah fakta
"@herricahyadi Pdhal ane yakin anies itu msh NU.... Cuma dia nih gak coba cari tahu background org2 itu....  Prabs jelas bkn NU, walau ada jaket banser... Ganjar, mgkn NU....",padahal yakin anies cuma coba cari tahu background orang prabs jelas bukan jaket banser ganjar mungkin,0,"['padahal', 'yakin', 'anies', 'cuma', 'coba', 'cari', 'tahu', 'background', 'orang', 'prabs', 'jelas', 'bukan', 'jaket', 'banser', 'ganjar', 'mungkin']",anies coba cari background prabs jaket banser ganjar
Ganjar Pranowo adalah jawaban rakyat selama ini Semoga bisa amanah dalam memimpin bangsa Indonesia,ganjar pranowo jawab rakyat lama moga amanah pimpin bangsa indonesia,1,"['ganjar', 'pranowo', 'jawab', 'rakyat', 'lama', 'moga', 'amanah', 'pimpin', 'bangsa', 'indonesia']",ganjar pranowo rakyat moga amanah pimpin bangsa indonesia
